row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
596,"AL, Lee, 01081040603",1081040603,"+32.5985756,-085.5163420",0.507934871,0.511998086,0.341353256,0.736437846,0.418772366,0.623930145,0.450299224,0.472753176
597,"AL, Lee, 01081040604",1081040604,"+32.5690533,-085.5296350",0.514785777,0.481307946,0.338745438,0.742662037,0.421101994,0.609173841,0.509220143,0.501289043
598,"AL, Lee, 01081040700",1081040700,"+32.5955157,-085.4933037",0.506873159,0.561229927,0.41956605,0.700515334,0.413591544,0.496577063,0.481017155,0.475615043
599,"AL, Lee, 01081040800",1081040800,"+32.6077062,-085.4947173",0.478955971,0.489594905,0.407009796,0.640300679,0.352561936,0.61626698,0.457407438,0.38955006
600,"AL, Lee, 01081040901",1081040901,"+32.6397559,-085.4753422",0.473129757,0.470785821,0.311730851,0.622965403,0.356390608,0.622038041,0.459748279,0.468249293
601,"AL, Lee, 01081040902",1081040902,"+32.6204608,-085.4679519",0.504312338,0.439517357,0.440464949,0.712504877,0.379920079,0.624371681,0.485549219,0.447858201
602,"AL, Lee, 01081041000",1081041000,"+32.6545522,-085.5815264",0.498615115,0.405329238,0.39244329,0.721996399,0.347235821,0.616798475,0.496637271,0.509865313
603,"AL, Lee, 01081041100",1081041100,"+32.6533966,-085.4273371",0.554968276,0.557387993,0.578010119,0.671447998,0.447620433,0.623054681,0.526452054,0.480804654
604,"AL, Lee, 01081041200",1081041200,"+32.7027529,-085.3847912",0.492377771,0.483373082,0.353102333,0.698718066,0.342677647,0.602042224,0.482624868,0.48410618
605,"AL, Lee, 01081041300",1081041300,"+32.6484083,-085.3920958",0.557243706,0.642845844,0.572635773,0.707283754,0.444996405,0.621814742,0.471278384,0.439851038
606,"AL, Lee, 01081041400",1081041400,"+32.6330378,-085.3853644",0.578074569,0.718259358,0.601010791,0.703814725,0.484056385,0.624833797,0.471470167,0.443076761
607,"AL, Lee, 01081041600",1081041600,"+32.6526722,-085.3609761",0.575357685,0.684100801,0.620905313,0.692534232,0.487414606,0.627994001,0.469055877,0.445498969
608,"AL, Lee, 01081041700",1081041700,"+32.6314142,-085.3521015",0.518418277,0.525027544,0.378288779,0.615789718,0.468492507,0.621632486,0.519666198,0.500030708
609,"AL, Lee, 01081041800",1081041800,"+32.6787257,-085.2366413",0.555878334,0.632506013,0.482610228,0.762976367,0.369234643,0.612223641,0.551990482,0.479606962
610,"AL, Lee, 01081041900",1081041900,"+32.5985333,-085.1564072",0.533143149,0.556383699,0.39897873,0.794442445,0.394875995,0.609114727,0.495734123,0.482472327
611,"AL, Lee, 01081042002",1081042002,"+32.5274976,-085.0518981",0.518104156,0.502146058,0.396953345,0.699668558,0.511075114,0.567197195,0.481623787,0.468065033
612,"AL, Lee, 01081042003",1081042003,"+32.4847519,-085.1410687",0.499415118,0.559998747,0.426369056,0.727026178,0.22244497,0.613912818,0.450571256,0.495582802
613,"AL, Lee, 01081042004",1081042004,"+32.4911120,-085.0889951",0.500325807,0.450955574,0.409622054,0.729612921,0.298251746,0.617850903,0.521355521,0.474631932
614,"AL, Lee, 01081042005",1081042005,"+32.5103593,-085.1185850",0.509312172,0.599309354,0.431433378,0.784267836,0.205681983,0.608275213,0.465337191,0.470880251
615,"AL, Lee, 01081042006",1081042006,"+32.5265374,-085.1024512",0.523812477,0.653404365,0.458221432,0.774164333,0.309870583,0.582174216,0.425283098,0.463569313
616,"AL, Lee, 01081042101",1081042101,"+32.4870030,-085.4101109",0.518551901,0.640601994,0.351538463,0.768900539,0.282022958,0.613127311,0.453729556,0.51994249
617,"AL, Lee, 01081042102",1081042102,"+32.5196744,-085.2823190",0.502373606,0.523705145,0.376868556,0.744116448,0.254108674,0.618970211,0.49163051,0.507215696
618,"AL, Limestone, 01083020101",1083020101,"+34.8681621,-086.8659585",0.573197267,0.574573421,0.521334478,0.584611115,0.444448957,0.607017567,0.695564682,0.584830652
619,"AL, Limestone, 01083020102",1083020102,"+34.9437154,-086.8420102",0.543844232,0.601293026,0.385303559,0.545191964,0.364153973,0.606873334,0.720189081,0.583904685
620,"AL, Limestone, 01083020201",1083020201,"+34.8537218,-086.9901123",0.62382635,0.730230247,0.621640895,0.68174973,0.476479247,0.57853933,0.695942808,0.582202195
621,"AL, Limestone, 01083020202",1083020202,"+34.9334653,-086.9745410",0.559199785,0.584659652,0.490379168,0.611711738,0.379632532,0.562253105,0.697920485,0.587841814
622,"AL, Limestone, 01083020300",1083020300,"+34.9219676,-087.1401326",0.50828227,0.551046885,0.373403374,0.628880673,0.207931578,0.538388503,0.678025375,0.5802995
623,"AL, Limestone, 01083020401",1083020401,"+34.7955853,-087.1460435",0.556011434,0.657688835,0.53542602,0.643522311,0.284825834,0.4860305,0.704235724,0.580350813
624,"AL, Limestone, 01083020402",1083020402,"+34.8001139,-087.0506200",0.571553837,0.633539314,0.552266799,0.62971033,0.422767451,0.495762935,0.691527717,0.575302312
625,"AL, Limestone, 01083020500",1083020500,"+34.8025463,-086.9899802",0.563668277,0.640543418,0.555213317,0.517796576,0.429984531,0.565893268,0.693626449,0.542620377
626,"AL, Limestone, 01083020600",1083020600,"+34.8220771,-086.9813141",0.624490087,0.727983039,0.72144217,0.580062315,0.488121043,0.578549577,0.711003897,0.564268569
627,"AL, Limestone, 01083020700",1083020700,"+34.8209863,-086.9503956",0.610032146,0.657714167,0.686076641,0.565951715,0.55766481,0.562438022,0.67640542,0.563974244
628,"AL, Limestone, 01083020801",1083020801,"+34.8271412,-086.8441830",0.562964188,0.528418303,0.547778814,0.578548259,0.362950388,0.619180972,0.722105551,0.581767032
629,"AL, Limestone, 01083020802",1083020802,"+34.7766286,-086.8419932",0.51968062,0.434283752,0.366940822,0.522648667,0.397328401,0.597970932,0.740436474,0.578155295
630,"AL, Limestone, 01083020900",1083020900,"+34.7887757,-086.9501654",0.538693939,0.467722191,0.401561915,0.488205247,0.545485277,0.549193713,0.749216329,0.5694729
631,"AL, Limestone, 01083021000",1083021000,"+34.7841015,-086.9809649",0.55180528,0.589487192,0.501925098,0.460562036,0.52451187,0.542475552,0.692283968,0.551391244
632,"AL, Limestone, 01083021100",1083021100,"+34.7004788,-086.9927325",0.577330876,0.604020577,0.463715582,0.569722628,0.561753699,0.491177939,0.775909536,0.575016174
633,"AL, Limestone, 01083021200",1083021200,"+34.6474368,-086.8534765",0.518688976,0.386397368,0.383529739,0.508260763,0.550380056,0.499262086,0.731343781,0.571649038
634,"AL, Lowndes, 01085780800",1085780800,"+32.1889650,-086.4876650",0.650054439,0.794955112,0.635278839,0.730766074,0.450240052,0.636821823,0.788846939,0.513472237
635,"AL, Lowndes, 01085781000",1085781000,"+32.2735003,-086.7188488",0.627698649,0.767197959,0.553277909,0.79976228,0.416208902,0.569060457,0.779761047,0.508621991
636,"AL, Lowndes, 01085781100",1085781100,"+32.0922981,-086.7776904",0.610337155,0.814309705,0.62491427,0.783450244,0.228629651,0.588250216,0.727547094,0.505258904
637,"AL, Lowndes, 01085781200",1085781200,"+32.0302505,-086.5991625",0.624168559,0.785601063,0.608671187,0.761780464,0.30670179,0.637651187,0.760341994,0.508432224
638,"AL, Macon, 01087231400",1087231400,"+32.4353008,-085.5184758",0.592196785,0.797622994,0.62203755,0.673135738,0.359378123,0.595851201,0.58216941,0.515182477
639,"AL, Macon, 01087231500",1087231500,"+32.5209030,-085.6837376",0.604374582,0.751362716,0.525282727,0.72592641,0.462508566,0.632508584,0.622970233,0.510062837
640,"AL, Macon, 01087231601",1087231601,"+32.4264074,-085.8116967",0.536892678,0.66799848,0.387275123,0.673866421,0.441117047,0.505232466,0.576862053,0.505897154
641,"AL, Macon, 01087231602",1087231602,"+32.3982065,-085.7347466",0.594278799,0.774446831,0.67246784,0.671091049,0.347526139,0.604073913,0.584405519,0.505940303
642,"AL, Macon, 01087231603",1087231603,"+32.4628483,-085.7815478",0.590677485,0.736764992,0.52457581,0.68500932,0.500790992,0.594159435,0.58782225,0.505619597
643,"AL, Macon, 01087231700",1087231700,"+32.4352641,-085.7113167",0.519915521,0.519426431,0.570782798,0.647970276,0.311136967,0.569665899,0.570958943,0.449467333
644,"AL, Macon, 01087231800",1087231800,"+32.4424696,-085.6801030",0.570667736,0.741367575,0.630051743,0.732393007,0.375073375,0.48081811,0.550756436,0.484213907
645,"AL, Macon, 01087231900",1087231900,"+32.4133230,-085.7092982",0.585769977,0.724692966,0.61944318,0.80808473,0.279135586,0.607169941,0.572660508,0.489202931
646,"AL, Macon, 01087232000",1087232000,"+32.4260050,-085.6917046",0.598566719,0.801760824,0.677891377,0.703336977,0.336692939,0.60973456,0.575686871,0.484863483
647,"AL, Macon, 01087232100",1087232100,"+32.4037650,-085.7172586",0.576715459,0.692271576,0.557138773,0.859203379,0.280122429,0.609665247,0.560956302,0.477650506
648,"AL, Macon, 01087232200",1087232200,"+32.3575498,-085.8947986",0.610016502,0.747056858,0.586920415,0.768261807,0.396600074,0.636633994,0.622118771,0.512523599
649,"AL, Macon, 01087232300",1087232300,"+32.3127306,-085.6175595",0.596830661,0.78156833,0.659281325,0.666854819,0.313314132,0.636461971,0.593936184,0.526397869
650,"AL, Madison, 01089000201",1089000201,"+34.7696889,-086.5567436",0.647391057,0.711439059,0.65521507,0.68974599,0.632976633,0.678736871,0.57580826,0.587815515
651,"AL, Madison, 01089000202",1089000202,"+34.7746077,-086.5767221",0.634121915,0.527892681,0.61525758,0.757886128,0.637412178,0.662376503,0.656916166,0.58111217
652,"AL, Madison, 01089000301",1089000301,"+34.7832877,-086.5893471",0.640068653,0.712956961,0.60112705,0.744417642,0.552450495,0.669567377,0.62599421,0.573966833
653,"AL, Madison, 01089000302",1089000302,"+34.7823279,-086.6077360",0.637075381,0.722534243,0.606366776,0.752480809,0.513057452,0.680041575,0.606041973,0.579004838
654,"AL, Madison, 01089000403",1089000403,"+34.8076375,-086.6224547",0.604338339,0.610643307,0.473828356,0.674578017,0.528247059,0.707497604,0.636319211,0.599254819
655,"AL, Madison, 01089000501",1089000501,"+34.7752240,-086.6353458",0.584645004,0.654649299,0.575069363,0.608836077,0.428488293,0.690875106,0.574025086,0.560571804
656,"AL, Madison, 01089000502",1089000502,"+34.7679304,-086.6346783",0.572625342,0.650141377,0.522990983,0.598362603,0.426766279,0.682747371,0.573272916,0.554095868
657,"AL, Madison, 01089000503",1089000503,"+34.7628785,-086.6284923",0.567485438,0.608260177,0.492986157,0.595720254,0.520127136,0.655992144,0.530705241,0.568606955
658,"AL, Madison, 01089000601",1089000601,"+34.7538634,-086.6345028",0.550379264,0.633029518,0.476158891,0.540063975,0.505996154,0.635670007,0.529383162,0.532353145
659,"AL, Madison, 01089000602",1089000602,"+34.7547187,-086.6194210",0.609217194,0.708332953,0.647544034,0.636154706,0.514282237,0.676539816,0.524017317,0.557649294
660,"AL, Madison, 01089000701",1089000701,"+34.7672352,-086.6021901",0.623477563,0.720334312,0.656497137,0.603484114,0.553252675,0.667167102,0.607630644,0.555976956
661,"AL, Madison, 01089000702",1089000702,"+34.7552435,-086.6030659",0.609208795,0.691037669,0.642222252,0.550780339,0.606284292,0.592366711,0.619793225,0.56197708
662,"AL, Madison, 01089000901",1089000901,"+34.7632184,-086.5372368",0.575142716,0.524045783,0.320948206,0.635081055,0.622144246,0.677322395,0.665157396,0.581299929
663,"AL, Madison, 01089000902",1089000902,"+34.7450025,-086.5537458",0.511768449,0.440236273,0.288010888,0.624240582,0.47035058,0.5931469,0.593189789,0.573204135
664,"AL, Madison, 01089001000",1089001000,"+34.7422454,-086.5731181",0.533772882,0.521385124,0.330079624,0.53338479,0.617454608,0.604748109,0.592734134,0.536623787
665,"AL, Madison, 01089001200",1089001200,"+34.7333085,-086.6065305",0.632099143,0.775352613,0.594694512,0.699910888,0.674194044,0.560794967,0.574813981,0.544932996
666,"AL, Madison, 01089001301",1089001301,"+34.7415924,-086.6376750",0.580603833,0.618047222,0.576553052,0.590111406,0.546556569,0.551486244,0.626274404,0.555197932
667,"AL, Madison, 01089001302",1089001302,"+34.7413969,-086.6194580",0.575609213,0.617264667,0.535491431,0.606252067,0.59222041,0.540568029,0.575340364,0.562127521
668,"AL, Madison, 01089001401",1089001401,"+34.7379086,-086.6974724",0.488318521,0.41681988,0.32407653,0.531675557,0.42207336,0.563410646,0.5851281,0.575045572
669,"AL, Madison, 01089001402",1089001402,"+34.7227438,-086.6787178",0.531022609,0.427726886,0.376275304,0.585617619,0.53583622,0.539900355,0.677987818,0.57381406
670,"AL, Madison, 01089001500",1089001500,"+34.7278559,-086.6288587",0.570876255,0.560054854,0.557060051,0.542392803,0.606818689,0.544059105,0.631905481,0.553842802
671,"AL, Madison, 01089001700",1089001700,"+34.7273189,-086.5673770",0.487386665,0.368909262,0.293116495,0.448148357,0.603923038,0.577161055,0.561896509,0.558551937
672,"AL, Madison, 01089001801",1089001801,"+34.7350742,-086.5437416",0.494061482,0.412951217,0.198306757,0.494244738,0.501318871,0.616141221,0.652943128,0.582524444
673,"AL, Madison, 01089001901",1089001901,"+34.7096952,-086.5510312",0.51328479,0.380471915,0.231530348,0.548216536,0.620361424,0.581404687,0.658655815,0.572352805
674,"AL, Madison, 01089001902",1089001902,"+34.6825950,-086.5407538",0.511908098,0.443436837,0.251013027,0.619072234,0.503397112,0.534022015,0.646988333,0.585427128
675,"AL, Madison, 01089001903",1089001903,"+34.6897964,-086.5609191",0.491792656,0.379020404,0.136496158,0.506930997,0.607014134,0.563616574,0.675131475,0.574338852
676,"AL, Madison, 01089002000",1089002000,"+34.7119242,-086.5826594",0.506769732,0.408296865,0.26056069,0.479766093,0.687985494,0.592723165,0.589582635,0.528473181
677,"AL, Madison, 01089002100",1089002100,"+34.7175673,-086.6067012",0.647431523,0.77492522,0.688571972,0.643674571,0.71941186,0.559891216,0.606292243,0.539253579
678,"AL, Madison, 01089002200",1089002200,"+34.7165377,-086.6298999",0.617586241,0.756169491,0.678375615,0.542559031,0.691733671,0.551262687,0.565764814,0.537238377
679,"AL, Madison, 01089002300",1089002300,"+34.7055173,-086.6182384",0.603134739,0.706150229,0.616566336,0.67758908,0.589806804,0.530440114,0.621728738,0.479661872
680,"AL, Madison, 01089002400",1089002400,"+34.6875573,-086.6143807",0.602123112,0.697748973,0.618993642,0.639854319,0.527174806,0.544387705,0.624447705,0.562254637
681,"AL, Madison, 01089002501",1089002501,"+34.7036068,-086.5956540",0.624993205,0.688004421,0.601839483,0.633224408,0.640974712,0.567739179,0.688272013,0.554898217
682,"AL, Madison, 01089002502",1089002502,"+34.6788151,-086.5924769",0.604281005,0.599313578,0.577417031,0.654169677,0.581739619,0.567590094,0.680183122,0.569553913
683,"AL, Madison, 01089002600",1089002600,"+34.6915398,-086.5750836",0.544927543,0.511478081,0.392424079,0.448472319,0.70576781,0.578003059,0.700117677,0.478229772
684,"AL, Madison, 01089002701",1089002701,"+34.6613745,-086.5632511",0.519821933,0.452968646,0.200666373,0.562853095,0.628738984,0.56512858,0.659369901,0.569027955
685,"AL, Madison, 01089002721",1089002721,"+34.6598278,-086.5473845",0.534049682,0.465425038,0.344782577,0.658011691,0.48144148,0.539890474,0.687874846,0.560921665
686,"AL, Madison, 01089002722",1089002722,"+34.6536629,-086.5261898",0.49159562,0.413152925,0.247128786,0.553999118,0.392297657,0.579268615,0.675474236,0.579848004
687,"AL, Madison, 01089002801",1089002801,"+34.6581319,-086.5813848",0.587548469,0.525277951,0.521152344,0.625260603,0.59781278,0.554225279,0.714195368,0.574914957
688,"AL, Madison, 01089002802",1089002802,"+34.6050882,-086.5713234",0.510591376,0.397411863,0.324260609,0.551914322,0.447897834,0.552682465,0.72328262,0.576689921
689,"AL, Madison, 01089002911",1089002911,"+34.6365917,-086.5527163",0.502641329,0.46408392,0.220058552,0.568560709,0.488504216,0.516849611,0.693775235,0.566657061
690,"AL, Madison, 01089002912",1089002912,"+34.6350296,-086.5291385",0.470017445,0.418181318,0.205164963,0.555660374,0.33332767,0.540978533,0.658221923,0.578587336
691,"AL, Madison, 01089002921",1089002921,"+34.6081631,-086.5562996",0.542441277,0.456904196,0.491906471,0.599058512,0.430693157,0.523937543,0.715797641,0.578791422
692,"AL, Madison, 01089002922",1089002922,"+34.6127548,-086.5329573",0.47761254,0.382612458,0.219830638,0.58883372,0.353026852,0.522990323,0.696864166,0.579129621
693,"AL, Madison, 01089003000",1089003000,"+34.7526124,-086.5873787",0.674648566,0.802752859,0.691977245,0.757231951,0.664026255,0.620595014,0.643564802,0.542391836
694,"AL, Madison, 01089003100",1089003100,"+34.7292591,-086.5863847",0.588103884,0.702371999,0.44172546,0.551616667,0.666304147,0.5478408,0.66210655,0.544761564
695,"AL, Madison, 01089010100",1089010100,"+34.9179360,-086.3490402",0.545784805,0.556408007,0.390752231,0.673332528,0.255275223,0.661500948,0.671473995,0.611750704
696,"AL, Madison, 01089010200",1089010200,"+34.7827440,-086.4057661",0.526424198,0.485230617,0.299413002,0.634851925,0.362258282,0.640134184,0.654172716,0.608908663
697,"AL, Madison, 01089010301",1089010301,"+34.9448575,-086.5812449",0.552532137,0.563843319,0.40999204,0.70927464,0.282188547,0.635417729,0.667385344,0.599623339
698,"AL, Madison, 01089010302",1089010302,"+34.9439100,-086.5025376",0.531662687,0.5744581,0.427285809,0.626161625,0.231767219,0.631012436,0.628256162,0.602697455
699,"AL, Madison, 01089010401",1089010401,"+34.9552413,-086.6995229",0.525107971,0.536744873,0.379667209,0.677837939,0.234873712,0.597492669,0.65095865,0.598180744
700,"AL, Madison, 01089010402",1089010402,"+34.9137026,-086.7205010",0.535913276,0.514624078,0.366639047,0.664150974,0.287740151,0.661138912,0.655938208,0.601161564
701,"AL, Madison, 01089010501",1089010501,"+34.8413026,-086.7419235",0.507106189,0.455811282,0.311677014,0.556286171,0.29643176,0.651458235,0.679100431,0.598978428
702,"AL, Madison, 01089010502",1089010502,"+34.8554517,-086.6840251",0.520878305,0.499750954,0.326646994,0.587118459,0.362331802,0.675322743,0.598478104,0.596499077
703,"AL, Madison, 01089010612",1089010612,"+34.7627473,-086.7551189",0.491397466,0.369230509,0.314964634,0.483980971,0.414609936,0.638180541,0.643417904,0.575397766
704,"AL, Madison, 01089010621",1089010621,"+34.7950742,-086.6903437",0.461269041,0.346560089,0.126303976,0.485949805,0.35158161,0.655581231,0.671208763,0.591697811
705,"AL, Madison, 01089010622",1089010622,"+34.7606362,-086.6756238",0.55750949,0.428043966,0.467126744,0.577203858,0.481341824,0.677615382,0.687959176,0.58327548
706,"AL, Madison, 01089010623",1089010623,"+34.7904186,-086.7266458",0.479609784,0.375745705,0.271149045,0.538197356,0.315604233,0.61517876,0.655071784,0.586321607
707,"AL, Madison, 01089010624",1089010624,"+34.7915237,-086.7657882",0.46816238,0.361980624,0.235822941,0.579031135,0.312038203,0.613520082,0.661989575,0.512754101
708,"AL, Madison, 01089010701",1089010701,"+34.8667659,-086.5784822",0.520595143,0.47577227,0.342595385,0.578987735,0.380270005,0.596093668,0.670323297,0.600123641
709,"AL, Madison, 01089010702",1089010702,"+34.8222372,-086.5376230",0.582524747,0.511579761,0.463859742,0.659253313,0.513083953,0.671135639,0.662450671,0.596310151
710,"AL, Madison, 01089010800",1089010800,"+34.7624057,-086.4951187",0.542875507,0.447588646,0.337234705,0.576007048,0.522378851,0.607353794,0.704675584,0.604889921
711,"AL, Madison, 01089010901",1089010901,"+34.6898794,-086.4683887",0.47727347,0.333419336,0.195485098,0.55057496,0.28793379,0.631336347,0.74367147,0.598493287
712,"AL, Madison, 01089010902",1089010902,"+34.6720234,-086.3926688",0.532673688,0.639497129,0.360356302,0.562321583,0.306074723,0.650780311,0.610036773,0.599648996
713,"AL, Madison, 01089011011",1089011011,"+34.7373138,-086.7646590",0.455069218,0.290641919,0.267930104,0.510124883,0.361059447,0.517532548,0.669399746,0.56879588
714,"AL, Madison, 01089011012",1089011012,"+34.7344589,-086.7326645",0.461057956,0.380819285,0.204395333,0.501526998,0.396735865,0.513653485,0.652715981,0.577558744
715,"AL, Madison, 01089011013",1089011013,"+34.7129660,-086.7275504",0.474308117,0.381800404,0.307242094,0.538954147,0.396235126,0.496160522,0.627977329,0.571787196
716,"AL, Madison, 01089011014",1089011014,"+34.7153423,-086.7638635",0.463205485,0.32585484,0.250080089,0.562740911,0.342792685,0.520648977,0.663400065,0.576920829
717,"AL, Madison, 01089011021",1089011021,"+34.6855280,-086.7643581",0.526902794,0.434626078,0.36721424,0.728798126,0.422490187,0.533497634,0.62648795,0.575205342
718,"AL, Madison, 01089011022",1089011022,"+34.6955258,-086.7280993",0.506892133,0.404830671,0.447876851,0.54908768,0.438765079,0.490905489,0.64704682,0.569732343
719,"AL, Madison, 01089011100",1089011100,"+34.6329287,-086.6558424",0.511223607,0.403685651,0.346188018,0.414997558,0.636180775,0.55016401,0.627048337,0.600300905
720,"AL, Madison, 01089011200",1089011200,"+34.6203633,-086.7552129",0.523096088,0.357423531,0.316319014,0.648767204,0.541206565,0.524551181,0.683560407,0.589844712
721,"AL, Madison, 01089011300",1089011300,"+34.5602608,-086.4794768",0.529972285,0.522821116,0.412041418,0.613812875,0.284302082,0.586610866,0.687685783,0.602531854
722,"AL, Madison, 01089011400",1089011400,"+34.5476596,-086.3754059",0.543044531,0.643551809,0.437751729,0.628028699,0.23465643,0.612085004,0.644511475,0.600726569
723,"AL, Marengo, 01091972900",1091972900,"+32.4867532,-087.7839225",0.604868171,0.759582336,0.572346478,0.779909845,0.365621723,0.545284951,0.745326566,0.466005301
724,"AL, Marengo, 01091973000",1091973000,"+32.2755299,-087.8084087",0.57935894,0.743443379,0.533691208,0.747542616,0.306861211,0.489328178,0.756705694,0.477940294
725,"AL, Marengo, 01091973100",1091973100,"+32.3221147,-087.5970847",0.575480494,0.785136383,0.531196903,0.643961937,0.334752558,0.539467775,0.710510463,0.483337437
726,"AL, Marengo, 01091973200",1091973200,"+32.0620795,-087.7277351",0.581370764,0.787374079,0.525354949,0.714628467,0.271791156,0.603188666,0.667760526,0.499497503
727,"AL, Marengo, 01091973300",1091973300,"+32.0848433,-087.9458734",0.552114627,0.759234171,0.497842114,0.655691649,0.248241752,0.528988671,0.691903427,0.482900605
728,"AL, Marengo, 01091973400",1091973400,"+32.4011030,-087.9211335",0.565125981,0.657903734,0.472507108,0.612811949,0.401738501,0.536269012,0.807000457,0.467651107
729,"AL, Marion, 01093964000",1093964000,"+34.2081076,-087.7217860",0.600029711,0.744676206,0.553785657,0.718084163,0.300613231,0.643010271,0.72066431,0.519374138
730,"AL, Marion, 01093964100",1093964100,"+34.2625410,-087.8687822",0.587130024,0.746968061,0.514997857,0.762173334,0.201623182,0.677821245,0.690172166,0.51615432
731,"AL, Marion, 01093964200",1093964200,"+34.2224174,-088.1297702",0.524014097,0.677040059,0.377974532,0.59789618,0.257571539,0.552272262,0.694422677,0.510921431
732,"AL, Marion, 01093964300",1093964300,"+34.1982117,-087.9491090",0.582108966,0.736596968,0.556358581,0.68256477,0.244579057,0.638971974,0.703783322,0.511908091
733,"AL, Marion, 01093964400",1093964400,"+34.0965077,-088.0061138",0.584271897,0.733683188,0.578775412,0.610308567,0.301661169,0.609801034,0.739663073,0.516010836
734,"AL, Marion, 01093964500",1093964500,"+34.0582475,-087.7221187",0.600276554,0.734457871,0.522303718,0.73675898,0.290065277,0.639729405,0.75903316,0.519587471
735,"AL, Marion, 01093964600",1093964600,"+33.9867017,-087.9021266",0.604545095,0.77364581,0.633638543,0.718541103,0.295569806,0.620390876,0.694054072,0.495975453
736,"AL, Marion, 01093964700",1093964700,"+33.9582775,-087.7523065",0.559883935,0.67564492,0.55871998,0.560995284,0.296254775,0.602903235,0.73414489,0.49052446
737,"AL, Marshall, 01095030100",1095030100,"+34.4151633,-086.1603963",0.591628994,0.78732187,0.473127472,0.706932132,0.219804153,0.642879359,0.721424758,0.589913212
738,"AL, Marshall, 01095030201",1095030201,"+34.5250807,-086.2051881",0.569990435,0.717099758,0.35728388,0.694315755,0.228164451,0.644999868,0.759596384,0.588472949
739,"AL, Marshall, 01095030202",1095030202,"+34.4738131,-086.3171423",0.561093858,0.641283482,0.401817789,0.554407006,0.325397501,0.653818144,0.763028076,0.587905007
740,"AL, Marshall, 01095030300",1095030300,"+34.4172759,-086.4662415",0.55581015,0.606731633,0.401096026,0.651708109,0.291436399,0.577269279,0.774428966,0.588000636
741,"AL, Marshall, 01095030401",1095030401,"+34.3209309,-086.5388010",0.591242912,0.711402935,0.469081336,0.705928998,0.299181442,0.645400448,0.750588022,0.557117199
742,"AL, Marshall, 01095030402",1095030402,"+34.3681883,-086.5296476",0.560554728,0.628439579,0.407318979,0.597500215,0.317507849,0.658767793,0.735774482,0.578574202
743,"AL, Marshall, 01095030500",1095030500,"+34.3314599,-086.4419583",0.587625892,0.67224016,0.521078266,0.608076859,0.302055079,0.660092461,0.764273986,0.585564434
744,"AL, Marshall, 01095030600",1095030600,"+34.2577246,-086.3959514",0.61316364,0.690557144,0.501053076,0.719996375,0.348345484,0.635984044,0.811120735,0.585088623
745,"AL, Marshall, 01095030701",1095030701,"+34.3111094,-086.2759215",0.622998167,0.673865948,0.593146601,0.644595534,0.47609331,0.651877462,0.745445244,0.57596307
746,"AL, Marshall, 01095030702",1095030702,"+34.3505036,-086.2555798",0.615487124,0.701954017,0.537168593,0.689205267,0.413018661,0.638643594,0.749960986,0.578458748
747,"AL, Marshall, 01095030801",1095030801,"+34.2969261,-086.1722230",0.627828824,0.797164957,0.604082202,0.547760999,0.413777791,0.67911536,0.769537819,0.583362639
748,"AL, Marshall, 01095030802",1095030802,"+34.2684564,-086.1499051",0.639046612,0.743266557,0.632557828,0.606741316,0.421089438,0.690452059,0.795051764,0.584167321
749,"AL, Marshall, 01095030902",1095030902,"+34.2335015,-086.2206978",0.584614557,0.633795349,0.430172338,0.640506724,0.390750825,0.677480022,0.742129165,0.577467474
750,"AL, Marshall, 01095030903",1095030903,"+34.2805685,-086.2250605",0.626425475,0.767653236,0.592813203,0.646315004,0.413133655,0.675798514,0.72760398,0.561660733
751,"AL, Marshall, 01095030904",1095030904,"+34.2558623,-086.2776417",0.609797655,0.709502446,0.513778224,0.66363077,0.333641904,0.677836861,0.787475654,0.582717728
752,"AL, Marshall, 01095031000",1095031000,"+34.1807310,-086.3208524",0.61362779,0.766102513,0.568356322,0.672211295,0.256692982,0.650504016,0.792429369,0.589098035
753,"AL, Marshall, 01095031100",1095031100,"+34.1846602,-086.2118473",0.630164492,0.780715036,0.68731748,0.580965425,0.352723214,0.684136778,0.744852212,0.580441296
754,"AL, Marshall, 01095031200",1095031200,"+34.2110840,-086.1353109",0.595966173,0.690390987,0.49377571,0.563213239,0.372491715,0.681189608,0.792309675,0.578392274
755,"AL, Mobile, 01097000200",1097000200,"+30.6911143,-088.0480222",0.621257483,0.764709358,0.510840154,0.598462348,0.574856832,0.606351206,0.834582308,0.459000176
756,"AL, Mobile, 01097000401",1097000401,"+30.6993359,-088.0591706",0.678682245,0.847500531,0.589100703,0.806385859,0.583534156,0.626418953,0.771361912,0.526473605
757,"AL, Mobile, 01097000402",1097000402,"+30.7038910,-088.0520514",0.673866895,0.872303519,0.599318275,0.77930252,0.593079908,0.620347554,0.730366586,0.522349905
758,"AL, Mobile, 01097000500",1097000500,"+30.7051703,-088.0666709",0.691013766,0.860778067,0.726597085,0.699871976,0.563484728,0.583783101,0.783585701,0.618995703
759,"AL, Mobile, 01097000600",1097000600,"+30.7116310,-088.0763917",0.712426641,0.853256516,0.79604248,0.651868099,0.607437431,0.603522197,0.857618036,0.617241731
